"","age","gender","study_hours_per_day","social_media_hours","netflix_hours","part_time_job","attendance_percentage","sleep_hours","diet_quality","exercise_frequency","parental_education_level","internet_quality","mental_health_rating","extracurricular_participation","exam_score"
"182",23,"Male",2.72753619890942,2.65982034498874,2.31455835666888,"Yes",79.1,6.98716502098812,"Good",0,"Bachelor","Average",9,"No",85.3489933157997
"183",22,"Male",3.02924469662867,2.97931878801831,1.69627332122823,"No",69.2,7.76539891181044,"Good",1,"Master","Poor",10,"No",91.666937519027
"184",19,"Female",4.13359596952185,2.20893110107502,3.12291143222245,"No",93.2,7.40119495421017,"Fair",1,"High School","Average",4,"Yes",94.2693017798064
"185",17,"Female",4.27045486789529,0.0983188096996753,0.954595488145904,"No",71.2,7.99821576886775,"Fair",5,"Master","Poor",5,"No",98.5613284511293
"186",21,"Female",1.81535414184642,2.8336521568477,2.87723834651588,"Yes",80.6,7.88383369944304,"Fair",5,"Bachelor","Good",5,"No",66.3423265529947
"187",18,"Female",0.241520585047313,1.92698345067727,2.22897162915138,"No",82.4,7.52053632460423,"Fair",3,"Bachelor","Average",8,"No",77.9336406324759
"188",23,"Male",4.1397136043923,2.01520776865698,3.07837099882846,"No",84.3,7.4349570991465,"Fair",0,"Bachelor","Average",4,"No",88.7177194026452
"189",23,"Female",1.44371434202151,3.1923772555505,2.73020868269015,"No",91.9,8.86499042976518,"Fair",3,"High School","Poor",4,"Yes",71.5644562393725
"190",22,"Male",2.83326774139435,1.96756018392829,1.7122492018191,"No",78.2,7.17188654414022,"Fair",2,"High School","Average",7,"Yes",81.338265822767
"191",23,"Male",1.57351519686238,3.39133362359404,1.54565788255675,"No",82.3,8.54857363932804,"Poor",6,"Master","Good",5,"No",78.0679474600031
"192",19,"Male",0.807042491430112,3.15085435092502,1.765793360618,"No",84.9,9.10200399966977,"Good",1,"Master","Average",6,"No",70.4292124607962
"193",17,"Female",3.30227987227925,3.0011170896162,2.74143585417091,"No",86.5,6.76929409226088,"Poor",4,"Master","Good",6,"No",86.4349127159824
"194",23,"Male",3.47616200331708,1.48984874662005,2.00613981812683,"No",86,6.80389850690271,"Good",4,"Master","Good",6,"No",92.3119924008588
"195",23,"Male",2.35949021049759,3.30041281105578,1.80141782637455,"No",89.4,7.97946276907385,"Good",0,"High School","Good",10,"No",84.9055755420817
"196",18,"Female",0.59340761604793,2.89644876255705,1.83746740926838,"No",93.4,7.21813634733653,"Fair",0,"Bachelor","Good",5,"No",50.9619337612154
"197",18,"Male",2.10506521464184,2.42573309493271,2.39071826668237,"No",88.9,8.97838091659289,"Good",4,"High School","Poor",5,"No",83.715768594742
"198",20,"Female",2.44099147128924,2.50944099349322,1.3180263677001,"No",89.5,7.99610625587092,"Fair",0,"Master","Average",9,"Yes",94.8710524031255
"199",21,"Male",1.29081347531293,1.06730886440474,2.27573649968398,"Yes",69.2,7.09808930248272,"Good",1,"High School","Good",8,"Yes",67.9610921527269
"200",19,"Female",3.18945160640303,2.89079576761234,1.18199634566859,"No",85.5,6.94007823535973,"Fair",2,"Bachelor","Good",4,"No",82.0073973913576
"201",23,"Female",2.9770823074504,1.47196814381472,1.08572104168281,"No",89.8,8.74003524489796,"Fair",2,"Bachelor","Good",7,"No",92.5850509644534
"202",24,"Male",4.17132077930652,0.179470904719253,0,"No",92.3,7.54956896866997,"Fair",3,"High School","Good",8,"No",98.6769563514979
"203",23,"Male",3.1134213739034,0.89105156350004,0.675497507101388,"No",78.1,8.28877750673044,"Fair",1,"None","Average",9,"No",94.008393465356
"204",17,"Male",1.94886626665144,3.3244464235037,0.742295276803674,"No",78.4,8.4073621186506,"Fair",6,"Master","Poor",5,"No",80.0898861771143
"205",20,"Male",3.96488334646236,1.70051423179139,1.39413577624611,"No",79.3,7.63985892560048,"Fair",0,"Bachelor","Good",3,"Yes",90.9631426577137
"206",21,"Other",3.55230881053658,3.27902002837683,3.06356195473396,"No",90.4,7.16644419635602,"Fair",0,"High School","Good",4,"No",78.732290710963
"207",24,"Male",3.3121123147524,1.20878533650164,1.12557935780796,"No",95.3,8.0014666789539,"Poor",6,"Bachelor","Average",10,"Yes",97.1449611187922
"208",20,"Female",1.94078328374407,1.61032046357824,2.22272721511858,"No",80.9,7.71676128131103,"Poor",3,"Bachelor","Good",6,"Yes",82.4270153852204
"209",22,"Male",2.85692363344288,1.03524498635144,1.94647354692617,"Yes",94.1,8.24967389793853,"Fair",3,"High School","Average",10,"No",89.71071432227
"210",21,"Female",1.49198327863896,3.06024161051865,2.70661418626501,"No",86.2,7.82465749108192,"Poor",0,"High School","Average",5,"Yes",72.0405627265434
"211",23,"Female",2.21272068489221,2.36513637353135,2.33180336148941,"Yes",83.8,7.84255948965052,"Poor",0,"Master","Good",9,"No",84.7379192874128
"212",23,"Female",4.62340257581583,1.6732413106013,1.26928449423578,"No",82.9,7.6960427422574,"Good",6,"Bachelor","Good",3,"Yes",99.3632637204655
"213",21,"Male",1.15301361076772,2.13188900477686,3.9955196683088,"No",92.5,6.45337046550186,"Poor",1,"Bachelor","Average",2,"Yes",54.9162827087509
"214",23,"Male",1.7412080746389,2.31830659260114,3.3592185719428,"No",88.3,7.84479265168445,"Good",6,"Bachelor","Poor",6,"No",70.7571245016213
"215",19,"Male",4.45165390040434,3.35551399870225,0.906971318286736,"No",100,9.22026234905544,"Fair",3,"None","Average",7,"No",100
"216",21,"Female",2.93387145530698,3.86848233029453,1.67803285315004,"No",76.5,6.32057707813146,"Good",6,"High School","Good",5,"Yes",85.4040501047325
"217",20,"Female",1.85606256766699,1.98692456325434,2.09001337959275,"No",90.2,7.20523158147016,"Fair",6,"High School","Average",1,"Yes",81.2152994940779
"218",21,"Other",3.83776099755037,1.39671623219098,1.48352437669588,"No",79.7,7.10968217980859,"Fair",6,"High School","Good",3,"No",94.8283920913313
"219",24,"Male",2.01285945143875,1.80602665140006,2.3740326889336,"No",76.3,8.63333296028177,"Fair",1,"Bachelor","Good",3,"No",73.1282998247255
"220",23,"Female",4.63911881985333,2.70403899669987,1.88526956389343,"No",84.9,7.91051616419884,"Fair",5,"Master","Good",4,"No",100
"221",19,"Female",3.94731166939722,1.46699853433913,3.81802636184014,"No",86.4,7.27397279277014,"Fair",0,"High School","Average",10,"No",92.6756261248012
"222",19,"Male",2.83353977544301,1.28890140691444,2.91120836244623,"No",100,6.67918258075948,"Poor",4,"High School","Good",6,"Yes",83.2522892889605
"223",22,"Male",4.9607106506024,2.64783438195388,2.25713683422389,"No",83.2,7.98541339831506,"Good",6,"Bachelor","Average",5,"No",100
"224",20,"Female",2.57927005395575,2.2641734334523,2.80977011336422,"No",73.7,6.11610003411367,"Fair",4,"Master","Average",1,"No",67.6961507388204
"225",18,"Female",3.67065785205005,2.1743092526811,2.61740581246728,"No",87.7,7.99863920859967,"Fair",5,"Bachelor","Poor",6,"No",88.1600382454879
"226",18,"Female",3.20876841138485,1.66137408800986,1.71603755258028,"No",64.3,8.28455363158243,"Good",0,"Master","Average",9,"Yes",88.9684684804684
"227",21,"Male",4.4820879364371,1.98865618485103,1.12866344137596,"Yes",84.1,7.11678894869654,"Fair",3,"Bachelor","Good",1,"No",95.5470355246306
"228",22,"Female",4.83386566391716,1.5600057866865,2.32636285765167,"No",85.2,5.99859794800514,"Good",4,"Bachelor","Average",8,"Yes",98.7154191175805
"229",17,"Male",3.26354918625939,3.0726509940988,2.53989912335478,"No",92.9,8.75331155634664,"Fair",3,"High School","Average",8,"Yes",88.1089222053003
"230",21,"Male",2.23193603453879,3.10546050777819,1.99406386520298,"No",94.7,7.47223508190526,"Good",4,"High School","Good",3,"Yes",76.0004861249838
"231",22,"Male",2.83045173852095,1.08799478535571,0.97499204190512,"No",80,9.26336890387389,"Poor",3,"High School","Poor",9,"Yes",100
"232",20,"Female",2.3406460877351,0.518404574843474,1.12737021727658,"No",83.5,8.73346142276323,"Good",6,"Bachelor","Good",8,"No",88.3638017050405
"233",20,"Female",4.83006153922528,1.1140258010933,2.18831186879979,"No",77.3,7.27147542482079,"Good",4,"Master","Average",3,"No",100
"234",20,"Female",3.15070404119463,1.43285475964844,1.85593281087684,"No",73.7,8.29197412531188,"Fair",3,"Master","Poor",10,"Yes",92.0828997721939
"235",20,"Male",3.20277652443606,1.73856922601501,3.36145546687253,"No",88.1,6.78234202128297,"Poor",5,"High School","Good",5,"No",82.7829522698469
"236",20,"Female",3.34472319423625,0.942551159473477,0.778507191375475,"No",72.3,7.99690650775785,"Fair",1,"High School","Poor",3,"No",87.5419524544645
"237",22,"Male",1.85248931579016,1.11328458412415,1.97878038734686,"No",80.9,7.536499352548,"Good",3,"High School","Good",5,"No",71.3240942524572
"238",22,"Female",2.02269063054572,1.49394831180218,3.46705096735101,"Yes",75,6.19362828965897,"Fair",1,"High School","Average",9,"No",76.9796410825094
"239",19,"Male",4.0911782869785,2.327265106229,3.9685123483365,"No",90.5,7.99926185827779,"Fair",1,"Bachelor","Poor",4,"Yes",88.9184539310458
"240",24,"Male",2.19467243923143,2.37428304118001,2.17442285940437,"No",100,7.57518548709902,"Poor",0,"Master","Poor",6,"No",76.0712884292395
"241",18,"Male",1.83338073436193,1.48630249907376,2.59066009607235,"No",72,7.60248410762246,"Fair",6,"Master","Poor",3,"No",75.1401589067036
"242",23,"Male",3.4133346062297,2.01504690169222,2.52062000599114,"Yes",66.5,6.97169662758795,"Fair",5,"Bachelor","Poor",3,"No",81.3995966332935
"243",20,"Female",3.5663504117527,2.12852722599482,2.73855574640195,"No",83.8,9.12482495474552,"Good",1,"Bachelor","Good",5,"No",96.7011820509487
"244",17,"Female",3.92822295630944,2.0094061320054,1.92620529829084,"No",85.2,8.3519842693602,"Fair",2,"Bachelor","Average",8,"No",94.9562262875577
"245",23,"Male",4.55471094465878,3.48710349254383,2.02353896125025,"No",87.2,8.13421431420342,"Good",6,"High School","Average",8,"No",99.2497563554791
"246",22,"Female",2.49080423518014,3.0656672028641,0.824947977008313,"No",80.5,7.25065521817553,"Fair",1,"Bachelor","Average",3,"Yes",72.6660225191815
"247",17,"Male",1.21581004464424,1.36197260118296,2.81896768161664,"Yes",83,6.25073991953165,"Poor",3,"Bachelor","Good",8,"No",74.9948131347322
"248",17,"Female",4.40095704972615,2.98991440120419,2.31765955069435,"No",88.7,9.1622645519883,"Fair",1,"Bachelor","Good",8,"Yes",96.0873532436329
"249",17,"Female",2.62631374431316,2.28397615587389,1.38274196737548,"No",95.4,8.4449202604831,"Fair",3,"High School","Good",3,"No",77.18614280461
"250",19,"Female",2.51218797420192,1.89157107002218,4.18495274281714,"No",65.4,6.50905354385621,"Good",3,"High School","Good",10,"Yes",80.0263518633569
"251",22,"Male",3.98811793956995,2.70094671496161,2.09281235217789,"Yes",81.3,7.97928720722334,"Good",2,"High School","Average",10,"No",100
"252",17,"Female",3.59631547121896,3.78767302837854,1.75829638898082,"No",87.1,8.08913509363309,"Fair",1,"Master","Average",2,"No",84.1166214942849
"253",20,"Female",3.35867547229832,1.53438504507302,3.62491078045874,"No",75.8,7.43332338472143,"Fair",1,"High School","Good",10,"No",94.0955667385618
"254",21,"Male",5.10866312734211,2.00279728131581,1.50241520939546,"No",100,8.23880721698483,"Fair",4,"Bachelor","Good",2,"No",97.6231110377841
"255",17,"Male",2.2418908469994,2.83692082665509,1.57506463122159,"Yes",78.6,8.91984420908395,"Good",6,"Bachelor","Average",9,"No",91.1521293115565
"256",19,"Female",3.26094382396821,3.19192460840381,2.44229116452842,"No",84.6,6.72441871464763,"Good",4,"High School","Average",7,"No",93.9647299713981
"257",23,"Female",3.22014001164857,2.46971403865793,2.57077442732208,"No",90.6,7.30766474281524,"Good",0,"Bachelor","Good",6,"No",83.715768594742
"258",22,"Female",3.36230315028935,2.62982834617164,2.33152992903493,"No",79.1,7.99158559318574,"Fair",3,"Master","Good",7,"No",87.2813492984435
"259",24,"Female",4.38986853401904,2.76391602924948,1.20158098966186,"No",66.5,5.25605286849933,"Fair",2,"High School","Average",8,"No",96.4159907630338
"260",19,"Female",3.27429874426823,1.41544271753114,2.40766535201849,"No",80.7,7.17923409950448,"Fair",4,"Master","Good",1,"No",88.1089222053003
"261",17,"Male",3.32971184466984,3.15740274018004,1.33753245520791,"No",95.3,6.8168535919398,"Fair",1,"High School","Average",8,"No",87.2290084901551
"262",22,"Male",4.48902341950589,3.38549005419121,2.006809992384,"Yes",81.6,6.79781545630941,"Fair",0,"None","Poor",3,"Yes",84.0596210267117
"263",21,"Male",2.72731689278461,2.14497432533664,2.01641920594302,"No",76.5,7.64350885403333,"Poor",2,"Master","Average",3,"No",73.5848932488094
"264",17,"Female",2.67701573617047,1.56860228280797,1.48126099801247,"Yes",94.3,8.01210276842789,"Poor",5,"Bachelor","Average",6,"No",82.6646852994004
"265",19,"Male",2.5860128150315,0.784428177503516,0.416130562534254,"No",81.7,7.01750401921656,"Good",1,"Master","Poor",4,"No",75.3571164702484
"266",18,"Female",0.4578108653309,3.23899190732802,3.76679339799517,"No",79.9,6.46364017392157,"Good",1,"Bachelor","Good",4,"No",37.1357973329779
"267",20,"Female",4.56792948875248,3.21814408735474,2.54930616176621,"No",86.5,9.66462026212657,"Fair",5,"Master","Average",4,"Yes",100
"268",24,"Female",1.97571560425937,2.32723539701931,2.88365147068108,"Yes",92.7,9.08232165268306,"Fair",3,"Bachelor","Good",10,"No",76.6328990924937
"269",23,"Male",2.57216477950536,3.48418834730099,2.68564914720591,"No",100,6.65626089934581,"Fair",3,"Bachelor","Poor",9,"No",89.8573996900773
"270",19,"Female",2.51075357109403,2.00518505466296,2.90861588835622,"No",93.3,9.10462719844975,"Good",4,"Bachelor","Average",8,"No",94.2259441597813
"271",22,"Male",3.74887951799936,2.6277199408118,2.31373682925742,"Yes",96.6,7.01311605481953,"Good",4,"High School","Good",3,"Yes",82.8419448117729
"272",24,"Female",3.87825850959513,1.65700535896138,3.06908575074311,"Yes",79.9,7.8978038496525,"Good",1,"Master","Good",1,"No",88.6169437713763
"273",24,"Male",4.21985474730765,2.0996570200078,2.26972236181063,"Yes",74.7,7.35349943124165,"Good",6,"High School","Good",1,"No",89.9061663383632
"274",24,"Male",2.45321919246391,2.09495581142108,2.42251989735009,"No",85.6,6.49672239154582,"Fair",1,"Bachelor","Good",1,"Yes",70.7571245016213
"275",17,"Female",2.71658200258283,1.78873371844134,3.47235733609245,"No",86.1,9.17312165446344,"Fair",4,"High School","Average",4,"Yes",80.1533119779004
"276",20,"Male",3.37617268942078,1.96398981623027,2.54269328328282,"No",74.2,7.85250215107149,"Fair",5,"Bachelor","Average",6,"No",90.6778470368583
"277",17,"Male",2.49513292555248,2.36542862589119,2.33305746829234,"Yes",83.2,7.34191340971703,"Fair",4,"High School","Good",4,"Yes",81.9470630201119
"278",22,"Female",4.47503827928202,3.02269176783127,1.54480466300972,"No",89,6.34450863107662,"Good",1,"None","Good",3,"No",87.4899779220714
"279",17,"Female",2.73421162996945,1.65220894628477,1.77519613907917,"No",88.6,7.0451274414153,"Fair",2,"Master","Good",8,"Yes",97.6626803514192
"280",18,"Female",3.59828845846318,0.691307515555186,1.91781115022266,"No",90,6.86963138776503,"Poor",1,"High School","Good",8,"No",94.355865449149
"281",20,"Female",4.03351613372882,3.60531331092857,2.32843974322019,"No",87.9,7.27731242744475,"Fair",2,"Bachelor","Good",6,"No",88.7177194026452
"282",20,"Female",4.47562092550993,3.14989193862411,1.48916511380768,"Yes",79.9,6.72152299189341,"Good",2,"High School","Average",9,"No",93.2144863268772
"283",22,"Male",2.70997272432846,1.15947844324565,2.68445770185643,"Yes",79.9,7.56022074150221,"Fair",1,"None","Good",10,"No",91.5738652965417
"284",23,"Male",1.71510068078941,2.39042196452015,2.98279547216235,"Yes",73,9.31939367205078,"Good",6,"High School","Good",1,"No",72.0405627265434
"285",18,"Male",3.84376698233808,1.80697667563132,2.37390036561048,"No",100,8.36425028901936,"Fair",6,"Bachelor","Good",8,"No",96.8631705186326
"286",19,"Female",1.75512360949282,2.78288111838337,1.65162298594915,"Yes",85.1,7.78651605064115,"Poor",0,"None","Poor",6,"Yes",81.3995966332935
"287",17,"Female",3.29716861324938,2.37424906069252,1.35800969063754,"No",82.8,7.37607602408822,"Fair",4,"Master","Average",1,"No",71.6442324189954
"288",21,"Male",3.24830329393296,2.04233787707982,1.54904730671076,"No",75.7,9.37455643452686,"Good",6,"High School","Poor",4,"Yes",93.6135614223372
"289",17,"Male",4.57083076871463,1.57111331979566,1.87283959449328,"No",100,7.74348656608822,"Fair",3,"High School","Average",5,"No",98.2901216313996
"290",24,"Female",3.35373328061179,1.4817596005033,1.212663631828,"No",74.3,7.51160232848197,"Good",1,"High School","Good",7,"Yes",88.5664532165787
"291",17,"Male",3.78229942593386,0.980141153394996,1.64812380399176,"No",80.7,6.40212802677903,"Fair",2,"None","Poor",8,"No",89.7596738512244
"292",19,"Female",4.96873796354008,1.64436227993054,0.784207744460291,"No",89.2,7.80922265623316,"Poor",1,"Bachelor","Average",9,"No",100
"293",17,"Female",3.02192617986587,2.81939847869545,2.09182371974684,"Yes",91,8.10862583144583,"Good",4,"Master","Average",6,"Yes",88.9184539310458
"294",18,"Female",5.46231998963646,1.5490638953015,1.81769389139105,"No",94.6,7.11353906180206,"Fair",5,"Bachelor","Good",10,"Yes",100
"295",18,"Male",3.61334189120353,2.2393184634626,0.597358254688386,"No",100,8.13239902553748,"Fair",6,"High School","Average",9,"No",98.0560717138029
"296",20,"Female",0.866054657335864,3.60747983390876,3.87548415256676,"No",90.1,7.63597479752265,"Good",6,"High School","Average",4,"No",52.1930674132767
"297",22,"Female",3.84607948718314,2.08036092737079,2.99582988293471,"No",74.4,7.05459360690584,"Fair",6,"High School","Average",8,"No",94.4853337871407
"298",23,"Female",3.58889893003391,2.38594263465011,1.78213755718175,"No",82.4,5.49270437063047,"Good",2,"Master","Average",3,"No",81.0919246386296
"299",21,"Female",4.22937488769921,2.39427685120599,2.01774467302818,"No",88.1,7.6345426400678,"Poor",3,"High School","Average",4,"Yes",96.6199220681245
"300",24,"Female",3.28906220963478,3.27603235592872,1.4375438619321,"No",100,8.23242490325886,"Fair",3,"Bachelor","Average",10,"No",97.6231110377841
"301",17,"Female",3.41777226224408,2.12047268744655,3.00139620731424,"No",71,6.79927530151657,"Poor",6,"High School","Good",4,"Yes",82.0073973913576
"302",17,"Male",2.10984476886823,2.79190079512385,3.34899933558825,"Yes",97,7.5083645237448,"Good",3,"High School","Average",6,"No",67.5184671590128
"303",19,"Female",2.63708265717536,2.73986413738688,2.17400538478778,"No",86.8,7.29249632731953,"Fair",5,"High School","Poor",9,"No",89.0682959527689
"304",22,"Female",2.26260282231487,0.912293794544917,2.4282330428493,"No",93.4,8.124651074176,"Good",6,"None","Good",6,"No",83.2522892889605
"305",18,"Male",2.78099066342681,2.65022895542794,1.92016731314391,"No",84,7.48567268123425,"Good",0,"Bachelor","Average",1,"No",65.5995858476513
"306",21,"Female",3.40782362572209,2.97926020775262,0.893871338222248,"No",76.6,7.15059556014319,"Fair",2,"High School","Good",5,"Yes",95.0412052659054
"307",20,"Female",4.61707474501887,2.45753052656219,1.90948787261297,"No",92.5,8.21941979215907,"Fair",5,"Bachelor","Average",9,"No",100
"308",18,"Female",3.72983618298406,1.57350834605154,1.34986804120487,"Yes",91.5,9.21969727358636,"Fair",2,"None","Good",5,"No",89.5142281637131
"309",24,"Male",1.38597661343699,2.34063260118118,1.53640009016972,"No",94.7,8.02666940948639,"Fair",6,"Master","Good",6,"Yes",81.9470630201119
"310",22,"Male",3.55087115216102,2.69475065305329,1.91355873801455,"No",84.9,7.55406203277468,"Fair",5,"High School","Good",3,"Yes",88.4652656953
"311",24,"Other",4.09112163130545,3.38343783964856,2.23560260205998,"No",79,7.62796594762374,"Good",6,"Master","Average",8,"No",98.5999111011797
"312",23,"Female",2.57142834909108,3.98562862576885,1.5655115014587,"Yes",69.4,8.52650638643218,"Good",5,"Bachelor","Average",10,"No",85.127946250445
"313",20,"Male",2.88639844649737,1.92105893992165,2.1212448448573,"No",93.2,6.00783072150636,"Good",6,"Master","Average",4,"No",86.8076048495669
"314",23,"Female",2.43393215078015,0.861704904149119,1.46006787393213,"No",89.2,8.81511824535863,"Good",0,"High School","Good",4,"No",93.6135614223372
"315",19,"Female",2.20531651041008,1.73770377366863,1.25945349122607,"No",75.3,7.71825332312159,"Good",2,"Bachelor","Good",5,"Yes",73.4333183553844
"316",24,"Female",3.84867801763342,2.87234102713015,1.30676949708067,"No",79.6,6.78233699798739,"Fair",5,"High School","Poor",10,"No",99.5516750699983
"317",19,"Female",2.66675913793987,2.37483673745566,3.08390521613537,"Yes",80.3,9.38471008109334,"Good",0,"High School","Poor",9,"No",89.8573996900773
"318",17,"Male",3.53479878193225,2.78430604597689,0.616226262932559,"No",70.2,8.06753005247863,"Good",1,"High School","Average",8,"Yes",91.8986026329783
"319",23,"Male",2.26497840799019,0.930444586257495,2.7893068672519,"No",76.8,7.54977221393453,"Fair",6,"High School","Poor",7,"No",83.4847520031833
"320",22,"Male",1.51992188699999,2.8706676286348,3.9240123642294,"No",73.7,6.33487715321046,"Good",4,"Master","Average",5,"Yes",80.6568559279501
"321",24,"Female",3.75983222863138,1.96794093407764,2.297165056527,"No",80.9,8.21606958212882,"Fair",5,"None","Poor",9,"Yes",97.7811359457426
"322",21,"Male",2.1469590624402,3.59147058071849,1.13457647726138,"Yes",77.6,6.74690977403683,"Good",3,"Bachelor","Good",9,"Yes",85.5687324026982
"323",20,"Male",5.0333502803236,3.90115419331705,1.70926452956632,"No",68.7,6.46991005019311,"Good",0,"Bachelor","Good",10,"No",98.5227056735106
"324",18,"Male",2.50551154337813,1.37888073378289,1.8678072624523,"No",100,7.66422897006385,"Good",0,"Bachelor","Good",10,"No",86.8605425596476
"325",22,"Female",3.03053023413876,1.88801640497783,1.5295964520914,"No",97.5,8.61723224339201,"Fair",5,"Bachelor","Average",2,"No",93.6135614223372
"326",22,"Female",3.76829135097009,2.9254039457216,1.54409830409948,"No",77.2,8.40032130895466,"Good",0,"High School","Good",4,"No",89.5142281637131
"327",19,"Male",2.03791126779533,2.07666002586069,2.86291382701799,"No",87.7,7.16224948360643,"Fair",1,"Bachelor","Good",8,"No",67.5184671590128
"328",23,"Male",0.77165250985675,2.06130252507837,2.79048388935381,"No",89.2,8.22691099265481,"Fair",0,"High School","Poor",1,"No",45.583521033258
"329",24,"Female",1.43698529619159,2.70517282297682,1.61944244616101,"Yes",96.9,6.73872145275447,"Good",4,"Master","Good",5,"No",74.4815757822495
"330",24,"Male",4.97830116417657,0.0128760992370406,0.180404116799856,"No",76.8,7.9799781513947,"Fair",4,"Bachelor","Average",8,"No",100
"331",17,"Male",2.88086217066197,1.5336920489535,0.960122398949292,"No",95.9,8.01040354643814,"Good",6,"Master","Average",2,"No",75.8584752546655
"332",17,"Male",5.60070179872109,1.44184273400928,1.85649631333726,"No",79.5,8.55962357874674,"Fair",6,"None","Average",2,"Yes",100
"333",20,"Male",2.30526824589952,1.97360605585963,2.52235393769188,"No",71.6,8.35120036671294,"Fair",3,"High School","Poor",8,"No",87.385810119315
"334",19,"Male",3.58161649391877,3.3371643157317,1.27090520349741,"No",92.2,7.89222957170133,"Good",1,"High School","Good",10,"No",87.9551505680567
"335",22,"Female",4.08836581484169,1.60185091119373,3.05490753353314,"No",97.9,7.19602588661463,"Fair",4,"None","Average",9,"No",100
"336",24,"Male",4.90556765871622,2.71279946345824,3.67506489944105,"No",100,8.03353681968313,"Poor",5,"High School","Average",7,"Yes",100
"337",21,"Female",5.17002940748856,1.65743246113418,2.3106875017775,"No",73,7.73978448655155,"Good",2,"Bachelor","Poor",8,"Yes",100
"338",19,"Male",4.37804141115276,2.44358175693002,1.91924523007695,"No",92,6.7346222473295,"Fair",2,"High School","Good",5,"No",97.3449389705623
"339",20,"Female",3.64701690166562,2.70060999045291,2.00143854599658,"Yes",80.9,7.51920401005349,"Good",2,"Bachelor","Average",1,"Yes",85.5139194077534
"340",20,"Female",3.73387443571064,2.23371799523059,1.52262153006286,"No",92.8,8.14477342199276,"Fair",6,"Master","Good",4,"Yes",90.7255487740954
"341",19,"Male",3.52580861106054,2.95979718227772,2.82617052385654,"Yes",70.3,8.44244856608758,"Fair",5,"Bachelor","Good",2,"No",91.8523850821054
"342",20,"Female",1.96068254937501,3.59325437394427,2.15044798753035,"No",72.4,7.15094445274771,"Fair",0,"High School","Average",3,"No",69.764571948668
"343",19,"Male",1.81891280165141,1.66475599615069,2.1370139597651,"No",77.2,7.01947059419573,"Fair",5,"High School","Average",3,"No",77.595732956789
"344",18,"Other",3.20445512928504,1.55500000274058,2.10306504393612,"No",85.8,7.75218883343208,"Fair",0,"High School","Good",9,"No",93.9647299713981
"345",19,"Male",2.81681792839675,1.38867042256455,1.6125421526573,"No",78.6,7.61998561174541,"Fair",2,"High School","Poor",10,"Yes",92.4942543487256
"346",23,"Male",2.16271557477185,1.37810451143197,1.30774916637647,"No",91.6,8.02260392820492,"Fair",3,"Bachelor","Poor",4,"No",87.593854345978
"347",19,"Male",3.87761286128979,4.89458056540052,2.32938524589636,"Yes",95.3,7.9778573876835,"Poor",3,"High School","Good",2,"Yes",88.6673657714281
"348",20,"Other",4.18726003297102,2.88168391008525,1.8568377151768,"No",91,8.4919767608761,"Fair",0,"Master","Average",3,"No",90.2940110891231
"349",24,"Female",3.56235523072857,1.04278349262376,2.24344764600042,"No",100,6.89635655284464,"Poor",2,"Bachelor","Average",3,"No",87.9551505680567
"350",23,"Female",4.17359813346883,1.41096590745716,1.79921081912505,"No",89.2,7.20842030066124,"Poor",5,"Bachelor","Average",7,"No",100
"351",20,"Male",1.59011350860034,2.67791704240743,3.27655077512072,"No",72.8,7.07146758947283,"Good",3,"High School","Average",8,"No",77.117436406967
"352",17,"Female",2.35807008968949,2.57016425432145,1.34599310844313,"No",98.6,8.48830994214121,"Good",0,"High School","Good",6,"No",86.9661921254522
"353",17,"Male",2.81777043822307,1.9413065910599,2.61356434881677,"No",78.9,9.37408654247347,"Good",5,"Bachelor","Good",4,"Yes",71.9616343284297
"354",24,"Female",1.09258936891712,2.19341311623653,1.18175654894747,"No",94.1,6.87741800092064,"Fair",2,"High School","Good",6,"No",73.2811222516444
"355",24,"Male",3.09608120859882,2.01123954539394,2.39634151615489,"No",100,7.21764942388333,"Good",1,"High School","Good",1,"No",72.4327078417726
"356",23,"Male",3.04233362335548,2.18777085178959,1.89196705308485,"Yes",89.6,9.03044319577375,"Good",2,"High School","Average",10,"No",92.2205248735013
"357",18,"Male",4.29658366023933,2.07676337798372,1.68736520101442,"Yes",70,8.24064476446983,"Good",6,"High School","Average",8,"No",100
"358",24,"Male",3.16896961136212,0.636995815135523,2.42876466225184,"No",75.8,8.55349125980156,"Fair",2,"Bachelor","Average",1,"No",92.5850509644534
"359",17,"Female",1.03854895777344,2.64335885298556,4.00400457541109,"No",98.2,6.57396410458295,"Good",5,"High School","Average",5,"No",78.6663886575843
"360",19,"Male",4.96644512481462,0.955867106907044,0.884264788012247,"No",83.3,8.15634184934561,"Good",5,"Bachelor","Good",2,"Yes",100
"361",20,"Female",4.23691655190247,2.88062541587605,2.83685646993414,"Yes",85.8,6.24519213777408,"Good",4,"High School","Good",6,"No",92.1747064872658
"362",17,"Male",4.17648983180655,4.25245935028875,0.840994247065282,"No",92.6,6.24028335836452,"Poor",4,"Bachelor","Average",9,"Yes",93.9210150783772
"363",17,"Female",3.10203130499283,2.67636787515423,1.14314755313997,"No",92,7.27731895138929,"Fair",5,"Master","Poor",5,"No",85.6234646120647
"364",18,"Male",2.22938524953816,1.68435619615279,3.17024331428858,"No",87.8,7.21789594979855,"Fair",5,"Master","Poor",4,"No",79.0600580402704
